caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,term,naturalCourt,chief,docket,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1975-058,1975-058-01,1975-058-01-01,1975-058-01-01-01,3/24/1976,1,1975,1506,Burger,74-728,11/3/1975,,182,,151,,1,,,0,60,,25,,0,12,12,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,,92,92,1,5,3
1975-059,1975-059-01,1975-059-01-01,1975-059-01-01-01,3/24/1976,1,1975,1506,Burger,74-940,1/14/1976,,18,7,27,,1,,,0,52,,30,,0,10,3,2,1,3,0,1,0,0,90090,9,1,0,4,3,6,600,43 U.S.C. § 666,92,99,1,6,3
1975-060,1975-060-01,1975-060-01-01,1975-060-01-01-01,3/24/1976,1,1975,1506,Burger,74-848,11/5/1975,,27,,211,,1,6,,0,92,,23,,0,10,2,2,1,3,0,1,0,0,30010,3,1,0,1,,2,200,,94,99,1,6,2
1975-061,1975-061-01,1975-061-01-01,1975-061-01-01-01,3/24/1976,1,1975,1506,Burger,74-1274,12/16/1975,,143,,144,,1,,,0,108,,29,,0,10,5,2,1,5,0,1,0,0,80010,8,1,0,4,,3,364,,100,99,1,6,2
1975-062,1975-062-01,1975-062-01-01,1975-062-01-01-01,3/24/1976,1,1975,1506,Burger,74-175,1/22/1975,11/5/1975,377,,186,,1,,,0,48,,29,,0,12,5,2,1,3,0,1,0,0,10120,1,1,0,1,,2,214,,102,99,1,5,3
1975-063,1975-063-01,1975-063-01-01,1975-063-01-01-01,3/24/1976,6,1975,1506,Burger,74-858,1/20/1976,,28,37,138,,2,,,1,96,,96,,0,,,2,1,5,1,1,0,0,90090,9,1,0,3,,,,,,99,1,9,0
1975-064,1975-064-01,1975-064-01-01,1975-064-01-01-01,3/30/1976,1,1975,1506,Burger,74-5968,12/1/1975,,100,,27,,1,,,0,56,,25,,0,11,2,1,1,4,0,1,0,0,10120,1,2,0,1,,2,214,,99,99,1,8,0
1975-065,1975-065-01,1975-065-01-01,1975-065-01-01-01,3/30/1976,1,1975,1506,Burger,74-6293,1/14/1976,,100,,27,,1,,,0,45,,29,,0,12,2,1,1,5,0,1,0,0,10160,1,2,0,4,,3,347,,92,99,1,9,0
1975-066,1975-066-01,1975-066-01-01,1975-066-01-01-01,3/30/1976,1,1975,1506,Burger,73-1869,3/26/1975,11/12/1975,3,22,27,,2,,,1,55,,55,,0,,,2,1,5,0,1,0,0,20020,2,1,0,4,,3,378,,94,99,1,5,3
1975-067,1975-067-01,1975-067-01-01,1975-067-01-01-01,3/30/1976,1,1975,1506,Burger,74-869,11/3/1975,,27,,159,,1,,,0,48,,29,,0,12,3,2,1,4,0,1,0,0,80050,8,1,0,4,,6,600,46 U.S.C. § 741,98,99,1,7,1
1975-068,1975-068-01,1975-068-01-01,1975-068-01-01-01,3/30/1976,1,1975,1506,Burger,74-1042,12/3/1975,,216,,173,,1,,,0,66,,27,,0,11,4,2,1,3,0,1,0,0,80120,8,1,0,4,5,3,365,,101,99,1,6,2
1975-069,1975-069-01,1975-069-01-01,1975-069-01-01-01,3/31/1976,1,1975,1506,Burger,74-1033,12/9/1975,,394,,172,,1,94,,0,1,,1,,1,12,3,1,1,4,0,1,0,0,80210,8,2,0,4,,6,600,35 U.S.C. § 103,98,99,1,7,0
1975-070,1975-070-01,1975-070-01-01,1975-070-01-01-01,3/31/1976,6,1975,1506,Burger,73-6935,12/8/1975,,202,,28,17,2,117,17,1,66,,66,,0,,,1,1,5,0,1,0,0,20190,2,2,0,3,,,,,,99,1,8,0
1975-071,1975-071-01,1975-071-01-01,1975-071-01-01-01,4/5/1976,1,1975,1506,Burger,74-1269,12/8/1975,,19,37,8,37,1,117,37,0,94,,22,,0,11,2,2,1,3,0,1,0,0,30010,3,1,0,2,,2,200,,102,99,1,6,2
1975-072,1975-072-01,1975-072-01-01,1975-072-01-01-01,4/5/1976,6,1975,1506,Burger,74-492,12/2/1975,,28,41,100,,1,,,0,302,41,300,41,0,12,3,2,1,5,0,1,0,0,90190,9,1,0,3,,,,,,99,1,5,0
1975-073,1975-073-01,1975-073-01-01,1975-073-01-01-01,4/19/1976,2,1975,1506,Burger,75-623,,,19,51,156,,2,,,1,121,,121,,0,,,2,1,5,0,1,0,0,90340,9,1,0,4,3,6,600,28 U.S.C. § 1253,,99,1,9,0
1975-074,1975-074-01,1975-074-01-01,1975-074-01-01-01,4/19/1976,2,1975,1506,Burger,75-1038,,,113,,4,6,2,117,6,0,302,6,301,6,0,12,3,2,1,3,0,1,0,0,80100,8,1,0,4,,6,600,12 U.S.C. § 548,,99,1,7,2
1975-075,1975-075-01,1975-075-01-01,1975-075-01-01-01,4/2/1976,1,1975,1506,Burger,75-110,3/3/1976,,152,,172,,1,,,0,122,,25,,0,12,3,1,1,3,0,1,0,0,80180,8,2,0,4,,6,600,35 U.S.C. § 103,92,99,1,9,0
1975-076,1975-076-01,1975-076-01-01,1975-076-01-01-01,4/20/1976,1,1975,1506,Burger,74-1047,1/20/1976,,364,,222,,1,64,,0,66,,27,,1,10,4,2,1,2,0,0,0,0,20040,2,2,0,3,,,,,94,99,1,8,0
1975-077,1975-077-01,1975-077-01-01,1975-077-01-01-01,4/20/1976,1,1975,1506,Burger,74-1187,12/15/1975,,28,47,215,,1,,,0,113,,21,,1,12,12,2,1,3,0,1,0,0,40040,4,1,0,2,,2,230,,95,99,1,6,2
1975-078,1975-078-01,1975-078-01-01,1975-078-01-01-01,4/21/1976,1,1975,1506,Burger,74-1243,12/1/1975,,100,,27,,1,69,,0,55,,32,,0,2,2,1,1,2,0,0,0,0,10100,1,1,0,1,,2,209,,99,99,1,7,1
1975-079,1975-079-01,1975-079-01-01,1975-079-01-01-01,4/21/1976,1,1975,1506,Burger,74-489,10/8/1975,,303,,226,,1,3,,0,96,,22,,0,12,3,2,1,2,0,0,0,0,50040,5,2,0,4,,3,335,,92,92,1,5,3
1975-080,1975-080-01,1975-080-01-01,1975-080-01-01-01,4/21/1976,1,1975,1506,Burger,74-18,11/3/1975,,111,,27,,1,69,,0,109,,23,,0,2,2,1,1,2,0,0,0,0,10090,1,1,0,1,,2,210,,95,99,1,8,0
1975-081,1975-081-01,1975-081-01-01,1975-081-01-01-01,4/21/1976,1,1975,1506,Burger,74-1179,1/12/1976,,27,,100,,1,,,0,59,,25,,0,12,3,2,1,4,0,1,0,0,10050,1,1,0,1,,2,205,,101,99,1,7,2
1975-082,1975-082-01,1975-082-01-01,1975-082-01-01-01,4/26/1976,2,1975,1506,Burger,75-805,,,4,37,8,37,2,117,37,1,96,,96,,0,,3,1,1,8,0,0,0,0,90230,9,1,0,3,,,,,,99,1,5,4
1975-083,1975-083-01,1975-083-01-01,1975-083-01-01-01,4/26/1976,2,1975,1506,Burger,75-1106,,,113,,135,,1,,,0,302,52,300,52,0,12,2,2,1,5,0,1,0,0,90140,9,1,0,4,,6,600,12 U.S.C. § 94,,99,1,9,0
1975-084,1975-084-01,1975-084-01-01,1975-084-01-01-01,4/27/1976,1,1975,1506,Burger,74-1656,1/20/1976,,28,31,170,,2,,,1,88,,88,,1,,,2,1,2,0,0,0,0,20160,2,2,0,4,,6,600,28 U.S.C. § 1341,102,99,1,9,0
1975-085,1975-085-01,1975-085-01-01,1975-085-01-01-01,4/27/1976,7,1975,1506,Burger,74-5822,12/1/1975,,100,,27,,1,,,0,86,,28,,0,12,2,1,1,2,0,0,0,0,10300,1,1,0,7,,,,,102,99,1,5,3
1975-086,1975-086-01,1975-086-01-01,1975-086-01-01-01,5/3/1976,1,1975,1506,Burger,74-676,10/7/1975,,28,51,100,,1,,,0,121,,25,,0,11,3,2,1,4,0,1,0,0,10240,1,1,0,2,,2,230,,99,99,1,6,2
1975-087,1975-087-01,1975-087-01-01,1975-087-01-01-01,5/3/1976,1,1975,1506,Burger,74-5808,12/9/1975,,126,,28,22,1,,,0,75,,25,,0,11,3,1,1,2,0,0,0,0,10020,1,1,0,7,3,3,341,,94,99,1,6,1
1975-088,1975-088-01,1975-088-01-01,1975-088-01-01-01,5/3/1976,6,1975,1506,Burger,75-130,12/9/1975,,19,17,8,17,1,117,17,0,66,,27,,0,12,3,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,8,0
1975-089,1975-089-01,1975-089-01-01,1975-089-01-01-01,5/3/1976,6,1975,1506,Burger,74-1318,3/3/1976,,21,29,188,,1,,,0,84,,25,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0
1975-090,1975-090-01,1975-090-01-01,1975-090-01-01-01,5/19/1976,7,1975,1506,Burger,74-754,11/5/1975,,27,,254,,1,,,0,122,,25,,0,12,2,2,1,4,0,1,0,0,10100,1,1,0,1,,2,209,,99,99,1,8,0
1975-091,1975-091-01,1975-091-01-01,1975-091-01-01-01,5/19/1976,1,1975,1506,Burger,74-1329,12/10/1975,,211,,3,35,2,,,0,302,35,300,35,1,12,4,1,4,4,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,7,1
1975-092,1975-092-01,1975-092-01-01,1975-092-01-01-01,5/19/1976,1,1975,1506,Burger,74-1481,2/23/1976,,171,,227,,2,,,0,301,51,300,51,0,12,2,2,1,2,0,0,0,0,90140,9,2,0,2,,2,231,,92,99,1,9,0
1975-093,1975-093-01,1975-093-01-01,1975-093-01-01-01,5/19/1976,1,1975,1506,Burger,75-145,3/29/1976,,170,,241,,1,,,0,88,,29,,0,12,3,1,1,3,0,1,0,0,20150,2,2,0,4,,6,600,44 Stat. 690,92,99,1,9,0
1975-094,1975-094-01,1975-094-01-01,1975-094-01-01-01,5/19/1976,1,1975,1506,Burger,74-1608,2/25/1976,,222,,352,,1,52,,0,32,,32,,0,12,11,1,1,2,0,1,0,0,20060,2,2,0,5,,3,336,,94,99,1,8,0
1975-095,1975-095-01,1975-095-01-01,1975-095-01-01-01,5/19/1976,2,1975,1506,Burger,75-1184,,,251,,6,60,8,,,0,85,,85,,0,,,1,1,1,1,1,0,0,90420,9,2,0,3,,,,,,99,1,8,1
1975-096,1975-096-01,1975-096-01-01,1975-096-01-01-01,5/24/1976,1,1975,1506,Burger,73-1288,12/10/1974,1/19/1976,159,,24,,1,,,0,96,,22,,0,12,6,1,1,3,0,1,0,0,90490,9,2,0,7,,,,,95,99,1,5,4
1975-097,1975-097-01,1975-097-01-01,1975-097-01-01-01,5/24/1976,1,1975,1506,Burger,74-1452,2/25/1976,,167,,167,,1,,,0,98,,24,,0,12,2,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,,98,99,1,9,0
1975-098,1975-098-01,1975-098-01-01,1975-098-01-01-01,5/24/1976,1,1975,1506,Burger,74-895,11/11/1975,,4,55,134,,2,,,1,126,,126,,0,,,2,3,2,0,0,1,0,30020,3,2,0,2,,2,200,,100,99,1,7,1
1975-099,1975-099-01,1975-099-01-01,1975-099-01-01-01,5/24/1976,2,1975,1506,Burger,70 ORIG,,,28,4,28,36,9,,,0,,,,,0,,,1,1,9,0,0,0,0,90370,9,1,0,3,,,,,,99,1,9,0
1975-100,1975-100-01,1975-100-01-01,1975-100-01-01-01,5/24/1976,2,1975,1506,Burger,75-1097,,,151,,249,,1,82,,0,32,,32,,0,12,5,2,1,7,0,1,0,0,90330,9,1,0,3,5,,,,,99,1,9,0
1975-101,1975-101-01,1975-101-01-01,1975-101-01-01-01,5/24/1976,4,1975,1506,Burger,52 ORIG,,,27,,28,12,9,,,0,,,,,0,,,1,1,,0,1,0,0,100010,10,2,0,3,,,,,,99,1,9,0
1975-102,1975-102-01,1975-102-01-01,1975-102-01-01-01,6/1/1976,1,1975,1506,Burger,75-328,3/22/1976,,27,,208,,1,,,0,103,,26,,0,2,3,2,1,3,0,1,0,0,80060,8,1,0,4,,3,374,,99,99,1,9,0
1975-103,1975-103-01,1975-103-01-01,1975-103-01-01-01,6/1/1976,1,1975,1506,Burger,74-768,3/1/1976,,10,60,361,,1,61,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,94,99,1,6,2
1975-104,1975-104-01,1975-104-01-01,1975-104-01-01-01,6/1/1976,1,1975,1506,Burger,74-1599,3/2/1976,,11,60,414,,1,114,,0,48,,29,,0,2,2,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,,94,99,1,9,0
1975-105,1975-105-01,1975-105-01-01,1975-105-01-01-01,6/1/1976,1,1975,1506,Burger,74-1270,12/9/1975,,333,,150,,1,2,,0,52,,30,,0,10,3,2,1,3,0,1,0,0,80130,8,1,0,5,4,3,338,,98,99,1,8,0
1975-106,1975-106-01,1975-106-01-01,1975-106-01-01-01,6/1/1976,1,1975,1506,Burger,74-1124,12/10/1975,,408,,212,,1,69,,0,55,,32,,0,12,3,2,1,5,0,1,0,0,90220,9,1,0,1,,1,139,,101,99,1,8,0
1975-107,1975-107-01,1975-107-01-01,1975-107-01-01-01,6/1/1976,1,1975,1506,Burger,73-1046,1/13/1975,1/12/1976,362,,106,,2,62,,1,58,,58,,0,,,2,1,3,0,1,0,0,20300,2,1,0,1,,2,207,,103,99,1,9,0
1975-108,1975-108-01,1975-108-01-01,1975-108-01-01-01,6/1/1976,1,1975,1506,Burger,73-1596,1/13/1975,1/12/1976,320,,106,,1,20,,0,50,,29,,0,10,3,2,1,2,0,0,0,0,20120,2,2,0,5,1,2,207,,103,92,1,5,4
1975-109,1975-109-01,1975-109-01-01,1975-109-01-01-01,6/7/1976,1,1975,1506,Burger,74-1107,1/12/1976,,195,,27,,1,117,33,0,90,,29,,0,11,2,2,1,2,0,0,0,0,80130,8,2,0,4,,6,600,16 U.S.C. § 431,99,99,1,9,0
1975-110,1975-110-01,1975-110-01-01,1975-110-01-01-01,6/7/1976,1,1975,1506,Burger,75-268,3/30/1976,,173,,113,,1,,,0,96,,22,,0,2,2,1,1,2,0,0,0,0,90140,9,1,0,4,,3,365,,94,99,1,8,1
1975-111,1975-111-01,1975-111-01-01,1975-111-01-01-01,6/7/1976,1,1975,1506,Burger,74-220,1/13/1976,,28,21,333,,1,117,21,0,74,,26,,0,2,2,2,1,2,0,0,0,0,100090,10,2,0,4,,3,304,,95,99,1,7,2
1975-112,1975-112-01,1975-112-01-01,1975-112-01-01-01,6/7/1976,1,1975,1506,Burger,74-1435,1/13/1976,,333,,4,6,1,33,,0,29,,29,,0,12,5,1,1,3,0,1,0,0,100090,10,2,0,4,,3,338,,95,99,1,7,2
1975-113,1975-113-01,1975-113-01-01,1975-113-01-01-01,6/7/1976,1,1975,1506,Burger,74-1492,3/1/1976,,28,10,10,10,1,117,10,0,55,,32,,1,12,4,2,1,3,0,1,0,0,20060,2,1,0,1,,2,212,,95,99,1,7,2
1975-114,1975-114-01,1975-114-01-01,1975-114-01-01-01,6/7/1976,1,1975,1506,Burger,75-342,4/21/1976,,352,,148,,1,52,,0,32,,32,,0,11,3,2,1,2,0,0,0,0,80270,8,2,0,4,3,3,336,,95,99,1,9,0
1975-115,1975-115-01,1975-115-01-01,1975-115-01-01-01,6/7/1976,1,1975,1506,Burger,75-250,3/3/1976,,3,38,249,,1,117,38,0,100,,24,,0,12,2,2,1,4,0,1,0,0,70200,7,1,0,2,,2,231,,98,99,1,9,0
1975-116,1975-116-01,1975-116-01-01,1975-116-01-01-01,6/7/1976,1,1975,1506,Burger,75-455,3/24/1976,,134,,104,,1,12,,0,55,,32,,0,12,3,1,1,4,0,1,0,0,90120,9,2,0,5,4,6,600,49 U.S.C. § 1381,101,99,1,9,0
1975-117,1975-117-01,1975-117-01-01,1975-117-01-01-01,6/7/1976,2,1975,1506,Burger,75-1382,,,113,,113,,1,,,0,89,,28,,0,12,3,2,1,5,0,1,0,0,90200,9,1,0,3,,,,,,99,1,9,0
1975-118,1975-118-01,1975-118-01-01,1975-118-01-01-01,6/10/1976,1,1975,1506,Burger,75-95,3/22/1976,,28,50,8,50,1,117,50,0,116,,26,,0,12,3,2,1,3,0,1,0,0,40010,4,1,0,2,,2,230,,98,99,1,9,0
1975-119,1975-119-01,1975-119-01-01,1975-119-01-01-01,6/10/1976,7,1975,1506,Burger,74-1487,3/29/1976,,27,,213,,1,,,0,129,,29,,1,12,3,2,1,3,0,1,0,0,20370,2,1,0,1,,2,212,,102,99,1,5,4
1975-120,1975-120-01,1975-120-01-01,1975-120-01-01-01,6/10/1976,1,1975,1506,Burger,74-1303,3/1/1976,,8,38,3,38,1,117,38,0,100,,24,,1,12,2,1,1,2,0,0,0,0,40030,4,1,0,2,,2,230,,103,99,1,5,4
1975-121,1975-121-01,1975-121-01-01,1975-121-01-01-01,6/14/1976,1,1975,1506,Burger,64 ORIG,4/19/1976,,28,34,28,23,9,,,0,,,,,0,,,3,1,,0,1,0,0,110010,11,3,0,1,,1,139,,92,99,1,6,3
1975-122,1975-122-01,1975-122-01-01,1975-122-01-01-01,6/14/1976,1,1975,1506,Burger,75-5027,4/20/1976,,170,,5,28,1,117,28,0,302,28,300,28,0,12,2,1,1,3,0,1,0,0,20160,2,2,0,4,,6,600,28 U.S.C. § 1360,92,99,1,9,0
1975-123,1975-123-01,1975-123-01-01,1975-123-01-01-01,6/14/1976,1,1975,1506,Burger,74-1023,11/11/1975,,215,,19,6,1,,,0,50,,29,,0,12,9,1,1,2,0,0,0,0,10160,1,1,0,7,3,,,,98,99,1,8,0
1975-124,1975-124-01,1975-124-01-01,1975-124-01-01-01,6/14/1976,1,1975,1506,Burger,74-1254,3/29/1976,,249,,151,,1,,,0,119,,25,,1,12,2,1,1,3,0,1,0,0,70200,7,2,0,4,,3,356,,98,99,1,7,2
1975-125,1975-125-01,1975-125-01-01,1975-125-01-01-01,6/14/1976,1,1975,1506,Burger,74-1471,3/3/1976,,197,,196,,1,,,0,66,,27,,0,2,3,2,1,4,0,1,0,0,80120,8,1,0,5,,3,365,,98,99,1,8,0
1975-126,1975-126-01,1975-126-01-01,1975-126-01-01-01,6/14/1976,6,1975,1506,Burger,36 ORIG,1/19/1976,,28,51,28,22,9,,,0,,,,,0,,,3,1,9,0,0,0,0,110010,11,3,0,3,,,,,,99,1,9,0
1975-127,1975-127-01,1975-127-01-01,1975-127-01-01-01,6/14/1976,2,1975,1506,Burger,75-1015,,,234,,231,,2,66,,1,74,,74,,0,,8,1,1,3,0,1,0,0,80220,8,2,0,5,3,,,,,99,1,8,0
1975-128,1975-128-01,1975-128-01-01,1975-128-01-01-01,6/14/1976,2,1975,1506,Burger,75-1504,,,171,,166,,1,,,0,66,,27,,0,12,3,2,1,5,0,1,0,0,80050,8,1,0,6,,,,,,99,1,8,0
1975-129,1975-129-01,1975-129-01-01,1975-129-01-01-01,6/14/1976,6,1975,1506,Burger,75-44,4/27/1976,,28,25,215,,1,,,0,79,,24,,0,11,4,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,6,3
1975-130,1975-130-01,1975-130-01-01,1975-130-01-01-01,6/17/1976,1,1975,1506,Burger,74-1606,2/23/1976,,21,58,8,58,1,117,58,0,302,58,300,58,0,11,3,2,1,4,0,1,0,0,40050,4,1,0,2,,2,230,,99,99,1,6,3
1975-131,1975-131-01,1975-131-01-01,1975-131-01-01-01,6/17/1976,1,1975,1506,Burger,75-420,4/26/1976,,366,,231,,2,66,,1,126,,126,,0,12,3,2,1,4,0,1,0,0,90120,9,1,0,5,,,,,99,99,1,6,2
1975-132,1975-132-01,1975-132-01-01,1975-132-01-01-01,6/17/1976,1,1975,1506,Burger,74-1488,3/23/1976,,326,,28,36,2,26,,1,93,,93,,0,,3,1,3,4,0,1,0,0,80130,8,2,0,1,,1,146,,98,99,1,9,0
1975-133,1975-133-01,1975-133-01-01,1975-133-01-01-01,6/17/1976,1,1975,1506,Burger,75-382,4/20/1976,,342,,148,,1,,,0,55,,32,,1,12,3,1,1,4,0,1,0,0,80270,8,2,0,5,4,6,600,19 U.S.C. § 1862,98,99,1,9,0
1975-134,1975-134-01,1975-134-01-01,1975-134-01-01-01,6/17/1976,1,1975,1506,Burger,74-1267,12/8/1975,,4,46,106,,2,117,46,1,112,,112,,1,,,2,3,2,0,0,0,0,20120,2,2,0,4,,3,314,,100,99,1,7,1
1975-135,1975-135-01,1975-135-01-01,1975-135-01-01-01,6/17/1976,1,1975,1506,Burger,75-5014,2/23/1976,,100,,28,41,1,,,0,302,41,301,41,0,2,2,1,1,4,0,1,0,0,10100,1,2,0,2,,2,230,,101,99,1,6,3
1975-136,1975-136-01,1975-136-01-01,1975-136-01-01-01,6/17/1976,1,1975,1506,Burger,74-1529,2/24/1976,,28,37,126,,1,,,0,95,,22,,0,12,2,2,1,2,0,0,0,0,10030,1,2,0,2,,2,230,,103,92,1,7,2
1975-137,1975-137-01,1975-137-01-01,1975-137-01-01-01,6/17/1976,6,1975,1506,Burger,68 ORIG,12/3/1975,,28,45,28,35,9,,,0,,,,,0,,,1,1,9,0,0,0,0,90370,9,1,0,3,,,,,,99,1,5,2
1975-138,1975-138-01,1975-138-01-01,1975-138-01-01-01,6/21/1976,1,1975,1506,Burger,74-1563,3/1/1976,,3,41,195,,1,117,41,0,302,41,300,41,0,12,3,2,1,4,0,1,0,0,80150,8,1,0,2,,2,230,,99,99,1,6,3
1975-139,1975-139-01,1975-139-01-01,1975-139-01-01-01,6/21/1976,1,1975,1506,Burger,75-292,3/22/1976,,130,,130,,1,,,0,302,17,300,17,0,11,6,1,1,3,0,1,0,0,30160,3,2,0,2,,2,202,,92,99,1,7,2
1975-140,1975-140-01,1975-140-01-01,1975-140-01-01-01,6/21/1976,7,1975,1506,Burger,74-730,2/23/1976,,25,25,4,25,2,117,25,1,79,,79,,1,,,1,1,2,0,0,0,0,30180,3,1,0,2,,2,203,,100,99,1,5,4
1975-141,1975-141-01,1975-141-01-01,1975-141-01-01-01,6/24/1976,1,1975,1506,Burger,75-510,4/27/1976,,139,,150,,1,64,,0,105,,30,,0,12,6,2,1,4,0,1,0,0,80130,8,1,0,4,,3,354,,98,99,1,8,0
1975-142,1975-142-01,1975-142-01-01,1975-142-01-01-01,6/24/1976,1,1975,1506,Burger,74-1607,1/21/1976,,28,25,122,,2,,,1,79,,79,,0,,,2,1,3,0,1,0,0,80110,8,1,0,2,,1,111,,101,99,1,6,3
1975-143,1975-143-01,1975-143-01-01,1975-143-01-01-01,6/24/1976,1,1975,1506,Burger,74-878,4/16/1975,3/2/1976,207,,371,,2,,,1,55,,55,,0,,,2,2,4,0,1,1,0,70040,7,1,0,1,,1,111,,102,99,1,5,4
1975-144,1975-144-01,1975-144-01-01,1975-144-01-01-01,6/24/1976,1,1975,1506,Burger,74-6521,3/24/1976,,9,56,19,56,1,117,56,0,128,,29,,0,3,2,1,1,2,0,0,0,0,90410,9,1,0,4,,3,314,,102,99,1,6,3
1975-145,1975-145-01,1975-145-01-01,1975-145-01-01-01,6/24/1976,1,1975,1506,Burger,75-19,4/27/1976,,27,,100,,1,,,0,109,,23,,0,12,2,2,1,3,0,1,0,0,10050,1,1,0,1,,2,205,,102,99,1,7,2
1975-146,1975-146-01,1975-146-01-01,1975-146-01-01-01,6/24/1976,1,1975,1506,Burger,75-312,3/24/1976,,3,27,242,,1,,,0,81,,26,,1,10,3,2,1,3,0,1,0,0,30190,3,1,0,2,,2,200,,103,99,1,5,4
1975-147,1975-147-01,1975-147-01-01,1975-147-01-01-01,6/24/1976,1,1975,1506,Burger,75-491,4/28/1976,,27,,126,,1,,,0,55,,32,,1,12,3,2,1,3,0,1,0,0,40010,4,1,0,1,,2,207,,103,99,1,7,2
1975-148,1975-148-01,1975-148-01-01,1975-148-01-01-01,6/24/1976,6,1975,1506,Burger,75-246,4/19/1976,,27,,8,60,1,1,,0,3,,3,,0,2,,2,1,7,0,1,0,0,80060,8,1,0,4,,3,375,,,99,1,8,1
1975-149,1975-149-01,1975-149-01-01,1975-149-01-01-01,6/25/1976,1,1975,1506,Burger,75-185,3/22/1976,,249,,4,58,1,117,58,0,302,58,300,58,0,12,2,1,1,3,0,1,1,0,100020,10,2,0,4,,3,356,,92,99,1,6,3
1975-150,1975-150-01,1975-150-01-01,1975-150-01-01-01,6/25/1976,1,1975,1506,Burger,75-62,4/26/1976,,232,,222,,1,,,0,126,,24,,0,11,6,2,1,2,0,0,0,0,20050,2,2,0,4,,3,312,,94,99,1,7,2
1975-151,1975-151-01,1975-151-01-01,1975-151-01-01-01,6/25/1976,1,1975,1506,Burger,74-252,4/21/1976,,19,26,215,,1,,,0,80,,21,,1,11,2,2,1,3,0,1,0,0,40040,4,1,0,2,,2,230,,95,99,1,6,3
1975-152,1975-152-01,1975-152-01-01,1975-152-01-01-01,6/25/1976,1,1975,1506,Burger,74-520,4/21/1976,,28,37,215,,1,,,0,97,,22,,0,12,4,2,1,4,0,1,0,0,40040,4,1,0,2,,2,230,,95,99,1,6,3
1975-153,1975-153-01,1975-153-01-01,1975-153-01-01-01,6/25/1976,1,1975,1506,Burger,74-1542,1/21/1976,,148,,333,,1,33,,0,28,,28,,0,2,9,2,1,2,0,0,0,0,80130,8,2,0,4,5,3,304,,98,99,1,9,0
1975-154,1975-154-01,1975-154-01-01,1975-154-01-01-01,6/25/1976,1,1975,1506,Burger,75-260,4/20/1976,,145,,151,,1,,,0,121,,25,,0,12,2,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,,98,99,1,9,0
1975-155,1975-155-01,1975-155-01-01,1975-155-01-01-01,6/25/1976,6,1975,1506,Burger,74-775,11/11/1975,,3,22,228,,2,,,0,75,,25,,0,,4,2,1,4,0,1,1,0,80110,8,1,0,2,,2,231,,,99,1,8,0
1975-156,1975-156-01,1975-156-01-01,1975-156-01-01-01,6/25/1976,6,1975,1506,Burger,74-1044,12/10/1975,,4,26,13,26,2,117,26,1,80,,80,,0,,,2,1,3,0,1,0,0,20060,2,1,0,2,,2,231,,,99,1,7,1
1975-157,1975-157-01,1975-157-01-01,1975-157-01-01-01,6/25/1976,1,1975,1506,Burger,74-1409,12/9/1975,,126,,16,21,2,,,0,302,21,300,21,0,12,2,1,1,2,0,0,0,0,40010,4,1,0,2,,2,230,,99,99,1,6,2
1975-158,1975-158-01,1975-158-01-01,1975-158-01-01-01,6/25/1976,7,1975,1506,Burger,74-1520,4/19/1976,,211,,8,17,1,,,0,66,,27,,0,12,4,2,1,2,0,0,0,0,30010,3,2,0,2,,2,201,,92,92,1,5,3
1975-159,1975-159-01,1975-159-01-01,1975-159-01-01-01,6/28/1976,1,1975,1506,Burger,75-552,4/28/1976,,326,,150,,1,26,,0,55,,32,,1,12,4,2,1,4,0,1,0,0,80130,8,1,0,4,,3,354,,101,99,1,7,2
1975-160,1975-160-01,1975-160-01-01,1975-160-01-01-01,6/28/1976,1,1975,1506,Burger,75-164,4/27/1976,,21,6,222,,1,,,0,48,,29,,1,10,2,2,1,5,0,1,0,0,90320,9,1,0,3,,,,,102,99,1,6,2
1975-161,1975-161-01,1975-161-01-01,1975-161-01-01-01,6/28/1976,1,1975,1506,Burger,75-251,4/20/1976,,13,8,28,8,1,,,0,53,,22,,0,10,2,1,1,3,0,1,0,0,20060,2,2,0,2,,2,232,NA,102,99,1,9,0
1975-162,1975-162-01,1975-162-01-01,1975-162-01-01-01,6/28/1976,4,1975,1506,Burger,31 ORIG,,,28,52,27,,9,,,0,,,,,0,,,2,1,,0,1,0,0,100010,10,1,0,3,,,,,,99,1,8,0
