caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,term,naturalCourt,chief,docket,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1986-154,1986-154-01,1986-154-01-01,1986-154-01-01-01,6/25/1987,7,1986,1601,Rehnquist,85-1716,3/4/1987,,8,51,7,51,1,,,0,121,,25,,1,12,2,1,1,2,0,0,1,0,80060,8,1,0,2,,2,224,,101,102,1,5,4
1986-155,1986-155-01,1986-155-01-01,1986-155-01-01-01,6/25/1987,1,1986,1601,Rehnquist,86-270,3/24/1987,,162,,122,,1,117,6,0,50,,29,,1,11,2,1,1,2,0,0,0,1,30010,3,1,0,4,1,6,600,36 U.S.C. § 380,101,102,1,5,4
1986-156,1986-156-01,1986-156-01-01,1986-156-01-01-01,6/25/1987,1,1986,1601,Rehnquist,86-98,3/25/1987,,153,,188,,2,,,0,302,45,300,45,1,,3,1,1,2,0,0,0,0,40010,4,1,0,2,,2,230,,103,102,1,8,1
1986-157,1986-157-01,1986-157-01-01,1986-157-01-01-01,6/25/1987,1,1986,1601,Rehnquist,86-509,4/27/1987,,363,,188,,2,63,,0,100,,100,,0,,,2,1,3,0,1,0,0,20180,2,1,0,1,,3,303,,103,102,1,6,3
1986-158,1986-158-01,1986-158-01-01,1986-158-01-01-01,6/25/1987,1,1986,1601,Rehnquist,85-1520,2/23/1987,,19,60,174,,1,,,0,83,,28,,0,10,3,2,1,5,0,1,0,0,80060,8,1,0,7,,,,,105,102,1,6,3
1986-159,1986-159-01,1986-159-01-01,1986-159-01-01-01,6/25/1987,1,1986,1601,Rehnquist,86-393,4/21/1987,,27,,250,,1,6,,0,58,,31,,0,4,7,2,1,5,1,1,0,0,80060,8,1,0,4,,6,600,28 U.S.C. § 1292,105,102,1,5,4
1986-160,1986-160-01,1986-160-01-01,1986-160-01-01-01,6/26/1987,7,1986,1601,Rehnquist,85-5,3/3/1986,10/15/1986,28,45,150,,6,33,,0,109,,23,,1,,2,2,1,3,0,1,0,0,60010,6,1,0,4,,3,304,,95,102,1,5,4
1986-161,1986-161-01,1986-161-01-01,1986-161-01-01-01,6/26/1987,1,1986,1601,Rehnquist,85-2064,4/27/1987,,28,17,100,,1,,,0,65,,27,,1,11,3,2,1,4,0,1,0,0,10100,1,1,0,2,,2,230,,101,102,1,6,3
1986-162,1986-162-01,1986-162-01-01,1986-162-01-01-01,6/26/1987,1,1986,1601,Rehnquist,86-5375,3/30/1987,,126,,28,13,1,,,0,61,,31,,1,12,2,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,103,102,1,5,4
1986-163,1986-163-01,1986-163-01-01,1986-163-01-01-01,6/26/1987,1,1986,1601,Rehnquist,86-133,3/30/1987,,195,,4,6,2,117,6,0,302,6,301,6,0,,4,2,1,3,0,1,0,0,40070,4,1,0,2,,2,211,,105,102,1,5,4
1986-164,1986-164-01,1986-164-01-01,1986-164-01-01-01,6/26/1987,1,1986,1601,Rehnquist,86-5324,4/20/1987,,217,,28,58,1,117,58,0,302,58,300,58,0,11,2,1,1,2,0,0,0,0,10050,1,1,0,2,,2,205,,105,102,1,5,4
1987-001,1987-001-01,1987-001-01-01,1987-001-01-01-01,10/19/1987,5,1987,1602,Rehnquist,86-656,10/5/1987,,27,,106,,1,,,0,,,32,,0,12,,1,1,2,0,0,0,0,20310,2,1,0,3,,,,,,,1,3,3
1987-002,1987-002-01,1987-002-01-01,1987-002-01-01-01,10/19/1987,2,1987,1602,Rehnquist,87-75,,,369,,240,,1,69,,0,9,,26,,0,12,2,2,1,3,0,1,0,0,90330,9,1,0,4,,3,345,,,102,1,7,0
1987-003,1987-003-01,1987-003-01-01,1987-003-01-01-01,11/10/1987,1,1987,1602,Rehnquist,86-472,10/5/1987,,130,,369,,1,69,,0,55,,32,,0,2,2,1,1,2,0,0,0,0,50040,5,1,0,4,,3,345,,102,102,1,6,0
1987-004,1987-004-01,1987-004-01-01,1987-004-01-01-01,11/16/1987,1,1987,1602,Rehnquist,86-422,10/7/1987,,119,,27,,1,,,0,96,,22,,0,12,2,1,1,2,0,0,0,0,10450,1,1,0,4,,3,365,,95,102,1,8,0
1987-005,1987-005-01,1987-005-01-01,1987-005-01-01-01,12/1/1987,1,1987,1602,Rehnquist,86-651,10/13/1987,,249,,151,,1,,,0,77,,25,,1,2,2,2,1,3,0,1,0,0,70010,7,1,0,3,4,,,,95,102,1,8,0
1987-006,1987-006-01,1987-006-01-01,1987-006-01-01-01,12/1/1987,1,1987,1602,Rehnquist,86-473,10/5/1987,,158,,150,,1,,,0,126,,24,,0,2,2,2,1,5,0,1,0,0,80130,8,1,0,4,,3,338,,98,102,1,8,0
1987-007,1987-007-01,1987-007-01-01,1987-007-01-01-01,12/1/1987,1,1987,1602,Rehnquist,85-1551,10/6/1987,,211,,239,,2,,,0,92,,23,,1,,2,1,1,9,0,0,0,0,90240,9,1,0,4,,4,400,,104,102,1,8,0
1987-008,1987-008-01,1987-008-01-01,1987-008-01-01-01,12/1/1987,1,1987,1602,Rehnquist,86-489,10/14/1987,,138,,341,,1,,,0,76,,25,,0,2,2,1,1,2,0,0,0,0,20100,2,1,0,4,,6,600,12 U.S.C. § 1823,105,102,1,8,0
1987-009,1987-009-01,1987-009-01-01,1987-009-01-01-01,12/8/1987,1,1987,1602,Rehnquist,86-740,10/6/1987,,119,,119,,1,,,0,75,,25,,1,4,2,2,1,2,0,0,0,0,40060,4,2,0,4,,4,400,,100,102,1,8,0
1987-010,1987-010-01,1987-010-01-01,1987-010-01-01-01,12/14/1987,1,1987,1602,Rehnquist,86-594,10/5/1987,,382,,249,,1,82,,0,23,,23,,0,2,5,2,1,4,0,1,0,0,90120,9,1,0,4,,3,356,,92,102,1,8,0
1987-011,1987-011-01,1987-011-01-01,1987-011-01-01-01,12/14/1987,1,1987,1602,Rehnquist,86-327,10/14/1987,,151,,393,,1,11,,0,24,,24,,1,11,4,2,1,5,0,1,0,0,80040,8,1,0,5,4,6,600,30 U.S.C. § 901,103,102,1,6,2
1987-012,1987-012-01,1987-012-01-01,1987-012-01-01-01,12/14/1987,5,1987,1602,Rehnquist,85-673,11/3/1987,,28,17,165,,1,,,0,66,,27,,1,12,2,2,1,2,0,0,0,0,50020,5,2,0,3,,,,,,,1,4,4
1987-013,1987-013-01,1987-013-01-01,1987-013-01-01-01,12/14/1987,6,1987,1602,Rehnquist,86-1108,11/3/1987,,28,53,213,,1,,,0,302,53,300,53,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,,,,,102,1,8,0
1987-014,1987-014-01,1987-014-01-01,1987-014-01-01-01,1/12/1988,1,1987,1602,Rehnquist,86-964,10/6/1987,,153,,188,,1,,,0,48,,29,,0,11,2,1,1,2,0,0,0,0,90290,9,1,0,4,,6,600,28 U.S.C. § 1738,98,102,1,8,0
1987-015,1987-015-01,1987-015-01-01,1987-015-01-01-01,1/12/1988,1,1987,1602,Rehnquist,86-890,10/14/1987,,19,35,120,,1,,,0,92,,23,,1,11,6,1,1,7,0,1,0,0,90090,9,2,0,7,,,,,100,102,1,8,0
1987-016,1987-016-01,1987-016-01-01,1987-016-01-01-01,1/12/1988,1,1987,1602,Rehnquist,86-6060,12/2/1987,,126,,28,48,1,,,0,302,48,300,48,1,13,2,1,1,4,0,1,0,0,10040,1,2,0,7,,,,,103,102,1,8,0
1987-017,1987-017-01,1987-017-01-01,1987-017-01-01-01,1/12/1988,1,1987,1602,Rehnquist,86-761,11/2/1987,,9,17,16,17,1,,,0,67,,27,,1,2,2,1,1,4,0,1,0,0,20400,2,2,0,7,,3,314,,104,102,1,8,0
1987-018,1987-018-01,1987-018-01-01,1987-018-01-01-01,1/13/1988,1,1987,1602,Rehnquist,86-6867,10/14/1987,,126,,28,22,1,,,0,75,,25,,1,12,2,1,1,2,0,0,0,0,10130,1,1,0,2,,2,221,,102,102,1,5,3
1987-019,1987-019-01,1987-019-01-01,1987-019-01-01-01,1/13/1988,1,1987,1602,Rehnquist,86-836,10/13/1987,,21,30,239,,1,,,0,86,,28,,1,12,3,2,1,3,0,1,0,0,30010,3,1,0,2,,2,200,,95,102,1,5,3
1987-020,1987-020-01,1987-020-01-01,1987-020-01-01-01,1/13/1988,1,1987,1602,Rehnquist,86-714,11/2/1987,,19,60,8,60,1,,,0,42,,31,,0,2,3,2,1,2,0,0,0,0,80060,8,2,0,7,,,,,98,102,1,8,0
1987-021,1987-021-01,1987-021-01-01,1987-021-01-01-01,1/13/1988,5,1987,1602,Rehnquist,86-1415,11/30/1987,,8,37,10,37,1,,,0,96,,22,,0,11,9,1,1,2,0,0,0,0,90110,9,1,0,3,,6,600,,,,1,4,4
1987-022,1987-022-01,1987-022-01-01,1987-022-01-01-01,1/20/1988,1,1987,1602,Rehnquist,86-728,11/9/1987,,19,6,239,,1,117,6,0,50,,29,,0,4,2,2,1,2,0,0,0,0,20210,2,2,0,4,,3,340,,92,102,1,6,2
1987-023,1987-023-01,1987-023-01-01,1987-023-01-01-01,1/20/1988,1,1987,1602,Rehnquist,86-1021,11/10/1987,,232,,16,60,1,,,0,111,,23,,1,2,2,2,1,2,0,0,0,0,90320,9,2,0,3,,,,,98,92,1,5,3
1987-024,1987-024-01,1987-024-01-01,1987-024-01-01-01,1/20/1988,1,1987,1602,Rehnquist,86-1602,12/1/1987,,135,,195,,1,,,0,121,,25,,0,2,3,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,,105,102,1,8,0
1987-025,1987-025-01,1987-025-01-01,1987-025-01-01-01,1/25/1988,1,1987,1602,Rehnquist,86-1034,11/4/1987,,117,,28,55,2,,,0,126,,24,,0,,2,1,1,10,0,1,0,0,90220,9,2,0,3,,,,,92,102,1,8,0
1987-026,1987-026-01,1987-026-01-01,1987-026-01-01-01,1/25/1988,1,1987,1602,Rehnquist,86-5963,10/7/1987,,100,,28,17,1,,,0,302,17,301,17,0,12,2,1,1,2,0,0,0,0,10270,1,1,0,2,,2,213,,103,102,1,5,3
1987-027,1987-027-01,1987-027-01-01,1987-027-01-01-01,1/25/1988,1,1987,1602,Rehnquist,86-595,10/7/1987,,27,,8,60,1,74,,0,3,,8,,0,11,4,2,1,3,0,1,0,0,80050,8,1,0,4,,6,600,5 U.S.C. § 7501,105,102,1,5,3
1987-028,1987-028-01,1987-028-01-01,1987-028-01-01-01,2/23/1988,1,1987,1603,Rehnquist,86-870,11/9/1987,,195,,28,29,1,,,0,302,29,300,29,0,11,2,3,1,2,0,0,0,0,130020,13,3,0,7,,,,,95,102,1,5,3
1987-029,1987-029-01,1987-029-01-01,1987-029-01-01-01,2/23/1988,1,1987,1603,Rehnquist,86-939,11/3/1987,,209,,28,30,1,26,,0,89,,28,,1,12,2,2,1,2,0,0,0,0,90120,9,2,0,4,,6,600,58 Stat. 887,95,102,1,8,0
1987-030,1987-030-01,1987-030-01-01,1987-030-01-01-01,2/23/1988,1,1987,1603,Rehnquist,86-1552,12/2/1987,,377,,8,60,1,74,,0,8,,8,,1,10,5,2,1,3,0,1,0,0,30120,3,1,0,4,,6,600,5 U.S.C. § 7511,100,102,1,5,3
1987-031,1987-031-01,1987-031-01-01,1987-031-01-01-01,2/23/1988,1,1987,1603,Rehnquist,85-2079,11/10/1987,,146,,151,,1,,,0,50,,29,,0,12,2,1,1,2,0,0,0,0,80090,8,1,0,4,,3,323,,103,102,1,8,0
1987-032,1987-032-01,1987-032-01-01,1987-032-01-01-01,2/23/1988,1,1987,1603,Rehnquist,86-877,11/4/1987,,27,,100,,1,,,0,48,,29,,1,2,3,2,1,4,0,1,0,0,10270,1,1,0,1,,2,213,,105,102,1,6,2
1987-033,1987-033-01,1987-033-01-01,1987-033-01-01-01,2/24/1988,1,1987,1603,Rehnquist,86-753,11/10/1987,,195,,3,6,2,,,0,302,6,300,6,1,,3,2,1,2,0,0,0,0,40070,4,2,0,1,,1,139,,102,102,1,6,2
1987-034,1987-034-01,1987-034-01-01,1987-034-01-01-01,2/24/1988,1,1987,1603,Rehnquist,86-937,11/3/1987,,27,,100,,1,,,0,117,,26,,1,11,3,2,1,3,0,1,0,0,10090,1,1,0,1,,2,210,,102,102,1,5,3
1987-035,1987-035-01,1987-035-01-01,1987-035-01-01-01,2/24/1988,1,1987,1603,Rehnquist,86-1278,12/2/1987,,178,,130,,1,,,0,127,,24,,1,10,2,1,1,3,0,1,0,0,30030,3,2,0,1,,2,200,,102,102,1,8,0
1987-036,1987-036-01,1987-036-01-01,1987-036-01-01-01,2/24/1988,1,1987,1603,Rehnquist,86-6109,12/2/1987,,100,,27,,1,,,0,132,,27,,0,2,2,1,1,3,0,1,0,0,10300,1,2,0,4,,4,401,,102,102,1,6,2
1987-037,1987-037-01,1987-037-01-01,1987-037-01-01-01,2/24/1988,1,1987,1603,Rehnquist,86-1146,12/9/1987,,363,,212,,1,63,,0,46,,28,,0,2,2,2,1,3,0,1,0,0,60010,6,1,0,4,,3,371,,92,102,1,8,0
1987-038,1987-038-01,1987-038-01-01,1987-038-01-01-01,2/24/1988,1,1987,1603,Rehnquist,86-1430,11/30/1987,,163,,167,,1,,,0,302,51,300,51,0,13,9,1,1,3,0,1,0,0,40020,4,2,0,2,,2,230,,95,102,1,8,0
1987-039,1987-039-01,1987-039-01-01,1987-039-01-01-01,3/1/1988,1,1987,1603,Rehnquist,9 ORIG,1/11/1988,,27,,28,22,9,,,0,,,,,0,,,1,1,,0,1,0,0,100040,10,2,0,3,,,,,100,102,1,7,0
1987-040,1987-040-01,1987-040-01-01,1987-040-01-01-01,3/1/1988,1,1987,1603,Rehnquist,86-1128,12/1/1987,,368,,206,,1,7,,0,29,,29,,0,11,7,2,1,3,0,1,0,0,20110,2,1,0,3,,,,,103,102,1,8,0
1987-041,1987-041-01,1987-041-01-01,1987-041-01-01-01,3/2/1988,7,1987,1603,Rehnquist,86-772,10/7/1987,,3,30,8,30,1,117,30,0,86,,28,,1,10,2,2,1,4,0,1,0,0,20400,2,1,0,4,,4,400,,104,102,1,7,1
1987-042,1987-042-01,1987-042-01-01,1987-042-01-01-01,3/2/1988,5,1987,1603,Rehnquist,86-1650,1/12/1988,,151,,249,,1,,,0,86,,28,,0,12,2,2,1,2,0,0,0,0,70080,7,2,0,3,,,,,,,1,4,4
1987-043,1987-043-01,1987-043-01-01,1987-043-01-01-01,3/7/1988,1,1987,1603,Rehnquist,86-495,10/6/1987,,238,,172,,1,21,,0,55,,32,,0,2,6,2,1,2,0,0,0,0,80200,8,2,0,4,,6,600,28 U.S.C. § 1331,92,92,1,5,3
1987-044,1987-044-01,1987-044-01-01,1987-044-01-01-01,3/7/1988,1,1987,1603,Rehnquist,86-958,1/12/1988,,113,,152,,1,,,0,83,,28,,1,11,4,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,,95,102,1,8,0
1987-045,1987-045-01,1987-045-01-01,1987-045-01-01-01,3/7/1988,1,1987,1603,Rehnquist,86-751,12/9/1987,,240,,369,,1,69,,0,9,,28,,0,12,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,98,102,1,8,0
1987-046,1987-046-01,1987-046-01-01,1987-046-01-01-01,3/7/1988,1,1987,1603,Rehnquist,86-279,11/2/1987,,185,,237,,1,,,0,103,,26,,0,2,7,2,1,5,0,0,0,0,80120,8,2,0,4,5,3,365,,100,92,1,4,2
1987-047,1987-047-01,1987-047-01-01,1987-047-01-01-01,3/21/1988,2,1987,1603,Rehnquist,86-987,,,501,,501,,1,,,0,,,28,,0,12,,1,1,2,0,0,0,0,90200,9,1,0,4,,6,600,28 U.S.C. § 2109,,92,1,5,0
1987-048,1987-048-01,1987-048-01-01,1987-048-01-01-01,3/21/1988,2,1987,1603,Rehnquist,87-133,,,208,,116,,1,,,0,76,,25,,0,2,9,1,1,4,0,1,0,0,90110,9,2,0,4,,4,400,,,102,1,8,0
1987-049,1987-049-01,1987-049-01-01,1987-049-01-01-01,3/22/1988,1,1987,1603,Rehnquist,86-1329,12/7/1987,,233,,123,,1,,,0,50,,29,,1,2,9,1,1,2,0,0,1,0,90380,9,1,0,4,,6,600,28 U.S.C. § 1291,98,102,1,8,0
1987-050,1987-050-01,1987-050-01-01,1987-050-01-01-01,3/22/1988,1,1987,1603,Rehnquist,86-986,11/2/1987,,4,27,209,,1,,,0,82,,26,,0,5,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,355,,100,102,1,8,0
1987-051,1987-051-01,1987-051-01-01,1987-051-01-01-01,3/22/1988,1,1987,1603,Rehnquist,86-803,11/9/1987,,218,,28,10,1,,,0,55,,32,,1,12,2,1,2,6,0,1,0,0,30150,3,2,0,1,,2,200,,104,92,1,5,3
1987-052,1987-052-01,1987-052-01-01,1987-052-01-01-01,3/22/1988,1,1987,1603,Rehnquist,86-1672,1/13/1988,,369,,139,,1,69,,0,9,,26,,0,2,2,1,1,2,0,0,0,0,120010,12,1,0,4,,3,345,,105,102,1,8,0
1987-053,1987-053-01,1987-053-01-01,1987-053-01-01-01,3/23/1988,1,1987,1603,Rehnquist,86-1521,12/8/1987,,27,,102,,2,69,,0,48,,48,,0,,,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,92,102,1,8,0
1987-054,1987-054-01,1987-054-01-01,1987-054-01-01-01,3/23/1988,1,1987,1603,Rehnquist,86-1471,12/7/1987,,304,,249,,2,,,0,55,,55,,0,,,2,1,3,0,1,0,0,20180,2,1,0,1,,6,600,7 U.S.C. § 2015,95,102,1,5,3
1987-055,1987-055-01,1987-055-01-01,1987-055-01-01-01,3/23/1988,6,1987,1603,Rehnquist,86-863,11/10/1987,,363,,7,6,1,63,,0,29,,29,,0,11,3,1,1,5,0,0,0,0,90130,9,1,0,1,,1,139,,,102,1,8,0
1987-056,1987-056-01,1987-056-01-01,1987-056-01-01-01,3/28/1988,4,1987,1603,Rehnquist,65 ORIG,,,28,51,28,36,9,,,0,,,,,0,,,3,1,,0,1,0,0,110030,11,3,0,3,,,,,,102,1,8,0
1987-057,1987-057-01,1987-057-01-01,1987-057-01-01-01,3/29/1988,6,1987,1603,Rehnquist,86-6124,3/2/1988,,215,,28,5,1,,,0,302,5,300,5,1,12,2,1,3,3,0,1,0,0,100120,10,2,0,2,,1,148,,,102,1,9,0
1987-058,1987-058-01,1987-058-01-01,1987-058-01-01-01,4/4/1988,1,1987,1603,Rehnquist,86-1764,2/29/1988,,167,,363,,1,63,,0,104,,26,,0,2,3,1,1,4,0,1,0,0,90120,9,2,0,4,,3,309,,106,102,1,9,0
1987-059,1987-059-01,1987-059-01-01,1987-059-01-01-01,4/4/1988,6,1987,1603,Rehnquist,86-1715,2/23/1988,,347,,306,,1,47,,0,24,,24,,0,2,3,1,1,2,0,0,0,0,70070,7,1,0,4,,6,600,5 U.S.C. § 7117,,102,1,9,0
1987-060,1987-060-01,1987-060-01-01,1987-060-01-01-01,4/19/1988,1,1987,1603,Rehnquist,86-978,1/13/1988,,4,28,212,,1,63,,0,83,,28,,1,10,2,2,1,4,0,1,0,0,20190,2,1,0,4,5,3,303,,103,102,1,5,3
1987-061,1987-061-01,1987-061-01-01,1987-061-01-01-01,4/19/1988,1,1987,1603,Rehnquist,86-1013,11/30/1987,,304,,170,,1,4,,0,50,,29,,1,12,2,2,1,4,0,1,0,0,30160,3,1,0,1,,2,202,,104,102,1,5,3
1987-062,1987-062-01,1987-062-01-01,1987-062-01-01-01,4/19/1988,1,1987,1603,Rehnquist,86-1961,3/2/1988,,135,,138,,2,,,0,302,42,300,42,0,,2,1,3,4,0,1,0,0,40020,4,2,0,2,,2,230,,104,92,1,8,1
1987-063,1987-063-01,1987-063-01-01,1987-063-01-01-01,4/19/1988,1,1987,1603,Rehnquist,86-1406,2/29/1988,,7,46,198,,1,,,0,112,,10,,1,10,2,2,1,3,0,1,0,0,100030,10,1,0,4,,6,600,15 U.S.C. § 751,105,102,1,8,0
1987-064,1987-064-01,1987-064-01-01,1987-064-01-01-01,4/20/1988,1,1987,1603,Rehnquist,94 ORIG,12/7/1987,,28,48,408,,9,,,0,,,,,0,,,2,1,,0,0,1,0,100060,10,2,0,1,,3,345,,92,102,1,7,1
1987-065,1987-065-01,1987-065-01-01,1987-065-01-01-01,4/20/1988,1,1987,1603,Rehnquist,86-622,12/7/1987,,250,,414,,1,114,,0,96,,22,,1,2,3,1,1,4,0,0,0,0,20250,2,1,0,4,5,6,600,38 U.S.C. § 211,95,102,1,4,3
1987-066,1987-066-01,1987-066-01-01,1987-066-01-01-01,4/20/1988,1,1987,1603,Rehnquist,86-1461,1/20/1988,,235,,249,,1,82,,0,31,,31,,0,10,3,2,1,2,0,0,0,0,70090,7,2,0,4,,3,356,,95,102,1,8,0
1987-067,1987-067-01,1987-067-01-01,1987-067-01-01-01,4/20/1988,1,1987,1603,Rehnquist,86-935,1/12/1988,,26,6,4,6,2,117,6,0,301,6,301,6,0,,2,2,1,3,0,1,0,0,70090,7,1,0,4,,6,600,18 U.S.C. § 1693,104,102,1,6,2
1987-068,1987-068-01,1987-068-01-01,1987-068-01-01-01,4/27/1988,1,1987,1603,Rehnquist,86-787,12/1/1987,,188,,153,,1,,,0,302,6,301,6,0,12,3,2,1,5,0,1,0,0,10080,1,2,1,2,,2,230,,95,92,1,5,3
1987-069,1987-069-01,1987-069-01-01,1987-069-01-01-01,4/27/1988,1,1987,1603,Rehnquist,86-2037,3/29/1988,,145,,108,,1,,,0,80,,21,,0,2,2,1,1,2,0,0,0,0,70170,7,1,0,4,,3,363,,95,102,1,9,0
1987-070,1987-070-01,1987-070-01-01,1987-070-01-01-01,4/27/1988,1,1987,1603,Rehnquist,86-946,12/8/1987,,7,43,130,,1,117,43,0,301,43,300,43,0,13,2,2,1,5,0,1,0,0,30160,3,1,0,3,2,2,202,,103,102,1,5,3
1987-071,1987-071-01,1987-071-01-01,1987-071-01-01-01,4/27/1988,6,1987,1603,Rehnquist,87-59,4/20/1988,,412,,249,,1,,,0,55,,32,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
1987-072,1987-072-01,1987-072-01-01,1987-072-01-01-01,5/2/1988,1,1987,1603,Rehnquist,87-6,3/23/1988,,100,,27,,1,,,0,81,,26,,1,2,2,1,1,2,0,0,0,0,10370,1,1,0,4,,4,402,,102,102,1,9,0
1987-073,1987-073-01,1987-073-01-01,1987-073-01-01-01,5/2/1988,1,1987,1603,Rehnquist,87-65,1/20/1988,,27,,190,,1,27,,0,113,,21,,0,10,3,1,1,9,0,0,0,0,90170,9,1,0,4,5,6,600,25 U.S.C. § 518,100,92,1,6,2
1987-074,1987-074-01,1987-074-01-01,1987-074-01-01-01,5/2/1988,1,1987,1603,Rehnquist,85-1910,1/19/1988,,238,,184,,1,,,0,121,,25,,0,2,4,1,1,2,0,0,0,0,80010,8,1,0,4,,3,367,,105,102,1,6,2
1987-075,1987-075-01,1987-075-01-01,1987-075-01-01-01,5/2/1988,1,1987,1603,Rehnquist,86-228,4/27/1987,10/13/1987,106,,27,,1,,,0,92,,23,,0,12,6,1,1,4,0,1,0,0,20280,2,2,0,4,,3,344,,105,102,1,6,2
1987-076,1987-076-01,1987-076-01-01,1987-076-01-01-01,4/25/1988,2,1987,1603,Rehnquist,87-107,,,183,,151,,6,,,0,,,24,,0,,,2,1,1,1,0,0,0,90520,9,2,0,3,,,,,,102,1,5,4
1987-077,1987-077-01,1987-077-01-01,1987-077-01-01-01,5/16/1988,1,1987,1603,Rehnquist,86-1357,1/19/1988,,327,,215,,1,36,,0,45,,29,,0,3,2,2,1,2,0,0,0,0,10160,1,2,0,4,,3,335,,102,102,1,5,3
1987-078,1987-078-01,1987-078-01-01,1987-078-01-01-01,5/16/1988,1,1987,1603,Rehnquist,87-267,3/22/1988,,238,,7,22,2,117,22,0,302,22,301,22,0,,2,2,1,2,0,0,0,0,80100,8,2,0,2,,1,111,,102,102,1,9,0
1987-079,1987-079-01,1987-079-01-01,1987-079-01-01-01,5/16/1988,1,1987,1603,Rehnquist,86-684,1/11/1988,,28,6,100,,1,,,0,302,6,301,6,0,12,2,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,95,102,1,6,2
1987-080,1987-080-01,1987-080-01-01,1987-080-01-01-01,5/16/1988,1,1987,1603,Rehnquist,87-339,3/29/1988,,3,37,338,,1,38,,0,32,,32,,1,12,2,2,1,2,0,0,0,0,100030,10,2,0,4,5,6,600,47 U.S.C. § 521,95,102,1,9,0
1987-081,1987-081-01,1987-081-01-01,1987-081-01-01-01,5/16/1988,1,1987,1603,Rehnquist,85-1765,11/30/1987,,171,,208,,2,,,0,302,29,300,29,0,,2,2,1,2,0,0,0,0,80070,8,2,0,2,,2,231,,98,102,1,6,1
1987-082,1987-082-01,1987-082-01-01,1987-082-01-01-01,5/16/1988,1,1987,1603,Rehnquist,86-1145,2/22/1988,,206,,206,,1,,,0,108,,29,,0,11,3,1,1,3,0,1,0,0,80010,8,2,0,4,,3,367,,98,102,1,8,0
1987-083,1987-083-01,1987-083-01-01,1987-083-01-01-01,5/16/1988,1,1987,1603,Rehnquist,86-1696,1/13/1988,,332,,151,,1,32,,0,52,,30,,0,2,2,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,,98,92,1,5,3
1987-084,1987-084-01,1987-084-01-01,1987-084-01-01-01,5/16/1988,1,1987,1603,Rehnquist,86-1520,2/24/1988,,371,,151,,1,71,,0,109,,23,,0,2,5,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,103,102,1,6,3
1987-085,1987-085-01,1987-085-01-01,1987-085-01-01-01,5/16/1988,1,1987,1603,Rehnquist,87-505,3/30/1988,,208,,116,,1,,,0,121,,25,,0,2,2,1,1,4,0,1,0,0,80050,8,2,0,4,,6,600,28 U.S.C. § 2283,104,102,1,9,0
1987-086,1987-086-01,1987-086-01-01,1987-086-01-01-01,5/23/1988,1,1987,1603,Rehnquist,87-4,3/2/1988,,100,,27,,1,,,0,51,,29,,0,2,2,1,1,2,0,0,0,0,10120,1,1,0,1,,2,214,,102,102,1,5,4
1987-087,1987-087-01,1987-087-01-01,1987-087-01-01-01,5/23/1988,1,1987,1603,Rehnquist,86-1172,1/19/1988,,151,,145,,1,117,41,0,301,41,300,41,1,2,2,2,1,2,0,0,0,0,80050,8,2,0,4,,6,600,28 U.S.C. § 1257,98,102,1,6,2
1987-088,1987-088-01,1987-088-01-01,1987-088-01-01-01,5/23/1988,1,1987,1603,Rehnquist,87-283,3/21/1988,,145,,151,,1,,,0,52,,30,,0,2,6,2,1,2,0,0,0,0,90380,9,2,0,4,,6,600,28 U.S.C. § 1291,105,102,1,9,0
1987-089,1987-089-01,1987-089-01-01,1987-089-01-01-01,5/31/1988,1,1987,1603,Rehnquist,87-363,3/28/1988,,344,,198,,1,44,,0,30,,30,,0,12,3,1,1,3,0,1,0,0,80300,8,2,0,5,4,3,355,,92,102,1,8,0
1987-090,1987-090-01,1987-090-01-01,1987-090-01-01-01,5/31/1988,1,1987,1603,Rehnquist,87-5277,3/28/1988,,100,,28,13,1,,,0,59,,31,,1,12,3,1,1,4,0,1,0,0,10020,1,2,0,4,7,4,400,,98,102,1,9,0
1987-091,1987-091-01,1987-091-01-01,1987-091-01-01-01,5/31/1988,1,1987,1603,Rehnquist,87-82,3/22/1988,,341,,185,,2,41,,0,70,,70,,0,,3,2,1,3,0,1,0,0,40020,4,1,0,1,,6,600,12 U.S.C. § 1818,103,102,1,9,0
